"UNITID","OPEID","INSTNM","SCH_DEG","STABBR","CONTROL","TUITFTE","INEXPFTE","PRGMOFR","UGDS","COSTT4_A","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","PELL_DEBT_MDN","MALE_DEBT_MDN","FEMALE_DEBT_MDN","FIRSTGEN_DEBT_MDN","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT4_048_PRIV","CNTOVER150_1YR","CNTOVER150_3YR","UGDS_WOMEN","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_NHPI","UGDS_2MOR","IRPS_MEN","IRPS_WOMEN","IRPS_WHITE","IRPS_BLACK","IRPS_HISP","IRPS_ASIAN","IRPS_NHPI","IRPS_2MOR","PCTPELL_DCS","FTFTPCTPELL","C100_4","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_NHPI","C150_4_2MOR","C150_4_PELL","COMP_ORIG_YR4_RT","COMP_ORIG_YR6_RT","COMP_ORIG_YR8_RT","LO_INC_COMP_ORIG_YR4_RT","LO_INC_COMP_ORIG_YR6_RT","LO_INC_COMP_ORIG_YR8_RT","MD_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR6_RT","MD_INC_COMP_ORIG_YR8_RT","HI_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR6_RT","HI_INC_COMP_ORIG_YR8_RT","MALE_COMP_ORIG_YR4_RT","MALE_COMP_ORIG_YR6_RT","MALE_COMP_ORIG_YR8_RT","FEMALE_COMP_ORIG_YR4_RT","FEMALE_COMP_ORIG_YR6_RT","FEMALE_COMP_ORIG_YR8_RT","PELL_COMP_ORIG_YR4_RT","PELL_COMP_ORIG_YR6_RT","PELL_COMP_ORIG_YR8_RT","OMAWDP8_FTFT","OMAWDP8_PELL_FTFT","OMAWDP8_FTNFT","OMAWDP8_PELL_FTNFT","OMENRAP8_FTFT","OMENRAP8_PELL_FTFT","OMENRAP8_FTNFT","OMENRAP8_PELL_FTNFT","RET_FT4","COMP_4YR_TRANS_YR4_RT","COMP_4YR_TRANS_YR6_RT","COMP_4YR_TRANS_YR8_RT","LO_INC_COMP_4YR_TRANS_YR4_RT","LO_INC_COMP_4YR_TRANS_YR6_RT","LO_INC_COMP_4YR_TRANS_YR8_RT","MD_INC_COMP_4YR_TRANS_YR4_RT","MD_INC_COMP_4YR_TRANS_YR6_RT","MD_INC_COMP_4YR_TRANS_YR8_RT","HI_INC_COMP_4YR_TRANS_YR4_RT","HI_INC_COMP_4YR_TRANS_YR6_RT","HI_INC_COMP_4YR_TRANS_YR8_RT","MALE_COMP_4YR_TRANS_YR4_RT","MALE_COMP_4YR_TRANS_YR6_RT","MALE_COMP_4YR_TRANS_YR8_RT","FEMALE_COMP_4YR_TRANS_YR4_RT","FEMALE_COMP_4YR_TRANS_YR6_RT","FEMALE_COMP_4YR_TRANS_YR8_RT","PELL_COMP_4YR_TRANS_YR4_RT","PELL_COMP_4YR_TRANS_YR6_RT","PELL_COMP_4YR_TRANS_YR8_RT","FIRSTGEN_COMP_4YR_TRANS_YR4_RT","FIRSTGEN_COMP_4YR_TRANS_YR6_RT","FIRSTGEN_COMP_4YR_TRANS_YR8_RT","year","year_num","Comparator_Type"
236595,379000,"Seattle University",3,"WA",2,16199,9608,,4110,,16875.0,15833.5,14500.0,11000.0,15755.0,14500.0,14250.0,14500.0,,,,,,,0.6071,,,,,,0.5139,0.4861,0.7078,0.0378,0.0479,0.0856,,,,,0.4429,,,,,,,,0.201176471,0.426206897,0.416398714,0.252279635,0.428571429,0.349090909,0.187969925,0.416326531,0.453703704,0.149019608,0.435233161,0.496183206,0.176282051,0.402255639,0.310606061,0.215613383,0.440087146,0.494413408,0.158854167,0.395904437,0.401515152,,,,,,,,,0.87,0.050588235,0.08137931,0.075562701,0.045592705,0.073170732,,0.063909774,0.069387755,0.115740741,0.043137255,0.10880829,,0.044871795,0.071428571,0.071969697,0.053903346,0.08714597,0.078212291,0.0546875,0.068259386,0.060606061,0.068376068,0.081218274,0.067901235,"2005-06",2005,"Affordability"
237057,380300,"Whitman College",3,"WA",2,17339,12403,,1488,,11750.0,11100.0,11600.0,10500.0,11687.5,10500.0,11100.0,10600.0,,,,,,,0.5376,,,,,,0.6533,0.3467,0.88,0.0133,0.0267,0.0733,,,,,0.8144,,,,,,,,0.153153153,0.633802817,0.658119658,,0.444444444,0.6,0.148648649,0.691358025,0.666666667,,0.67816092,0.684931507,0.112244898,0.629213483,0.65,0.185483871,0.637096774,0.664179105,0.212121212,0.55,0.563380282,,,,,,,,,0.94,0.04954955,0.093896714,0.08974359,,,,,,,,,,,,,,,,,,,,,,"2005-06",2005,"Regional_Peer"
110714,132100,"University of California-Santa Cruz",3,"CA",1,6894,7128,,13941,,,11277.0,11000.0,8750.0,11625.0,10795.0,11000.0,11000.0,,,,,,,0.5303,,,,,,,,,,,,,,,,0.4772,,,,,,,,0.046830844,0.126503341,0.183183183,0.062780269,0.133757962,0.185944363,0.041237113,0.103666245,0.181395349,0.033707865,0.1484375,0.178082192,0.044965787,0.098958333,0.155709343,0.048143054,0.147081712,0.204244032,0.056137725,0.117462803,0.18504436,,,,,,,,,0.88,0.037949132,0.059688196,0.09009009,0.028026906,0.049893843,0.080527086,0.037800687,0.069532238,0.093023256,0.050561798,0.0625,0.114155251,0.025415445,0.033333333,0.08650519,0.046767538,0.079377432,0.092838196,0.025449102,0.051683634,0.0747782,0.026075619,0.048239896,0.084309134,"2006-07",2006,"National_Peer"
120254,124900,"Occidental College",3,"CA",2,25639,16989,,1791,,12706.0,10351.0,11645.0,11253.0,11443.0,11750.0,10809.5,10193.5,,,,,,,0.5589,,,,,,,,,,,,,,,,0.754,,,,,,,,0.749116608,0.701807229,0.669144981,0.689320388,0.644444444,0.616161616,0.773584906,0.675213675,0.723214286,0.797297297,0.8375,0.655172414,0.738095238,0.615384615,0.608695652,0.757961783,0.757425743,0.714285714,0.714285714,0.684729064,0.666666667,,,,,,,,,0.9,,0.057228916,0.096654275,,,,,,0.098214286,,,,,,0.104347826,,,0.090909091,,,0.102040816,,,,"2006-07",2006,"Affordability"
156408,196100,"Centre College",3,"KY",2,13291,13175,,1144,,17125.0,15600.0,16655.0,15813.0,16926.0,16650.0,15125.0,17125.0,,,,,,,0.5315,,,,,,,,,,,,,,,,0.7843,,,,,,,,0.156069364,0.725,0.754385965,,0.666666667,,0.168831169,0.712765957,0.770833333,,0.78125,,0.197674419,0.736842105,0.795454546,0.114942529,0.714285714,0.710843374,,0.716049383,0.686567164,,,,,,,,,0.89,0.086705202,0.095,0.087719298,,,,,,,,,,,,,,,,,,,,,,"2006-07",2006,"National_Peer"
161004,203800,"Bowdoin College",3,"ME",2,24716,21378,,1727,,8475.0,6287.5,7450.0,8800.0,6800.0,8125.0,7525.0,8830.5,,,,,,,0.5096,,,,,,,,,,,,,,,,0.8385,,,,,,,,0.815315315,0.836283186,0.819095477,0.807017544,0.744680851,0.714285714,0.784615385,0.797297297,0.842696629,0.84,0.904761905,0.84,0.844660194,0.844827586,0.771428571,0.789915966,0.827272727,0.872340426,0.811594203,0.696969697,0.7,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,"2006-07",2006,"Affordability"
173258,234000,"Carleton College",3,"MN",2,20800,19808,,1958,,12000.0,7791.0,11000.0,13011.0,7000.0,11000.0,11562.5,7167.0,,,,,,,0.5276,,,,,,,,,,,,,,,,0.8811,,,,,,,,0.826446281,0.838709677,0.766536965,,,0.538461539,0.813186813,0.847826087,0.831932773,,,0.863013699,0.794392523,0.826086957,0.735042735,0.851851852,0.848,0.792857143,0.641025641,0.651515152,0.593406593,,,,,,,,,0.96,,,0.077821012,,,,,,,,,,,,,,,,,,0.10989011,,,,"2006-07",2006,"Affordability"
191630,273100,"Hobart William Smith Colleges",3,"NY",2,18268,11438,,1929,,17125.0,17125.0,17125.0,16622.0,17125.0,17125.0,17125.0,16963.0,,,,,,,0.5334,,,,,,,,,,,,,,,,0.6775,,,,,,,,0.661202186,0.688022284,0.679665738,0.584269663,0.544554455,0.590476191,0.736434109,0.75,0.692307692,0.641891892,0.738461539,0.755102041,0.626582279,0.604790419,0.654320988,0.6875,0.760416667,0.700507614,0.649635037,0.669064748,0.652173913,,,,,,,,,0.84,0.106557377,0.069637883,0.066852368,,,,,,0.064102564,0.141891892,0.076923077,,0.107594937,0.077844311,0.061728395,0.105769231,0.0625,0.07106599,0.072992701,,,,,,"2006-07",2006,"National_Peer"
198385,291800,"Davidson College",3,"NC",2,18243,14412,,1660,,12750.0,11000.0,12912.5,11750.0,11057.0,12500.0,11625.0,,,,,,,,0.4976,,,,,,,,,,,,,,,,0.8882,,,,,,,,0.78807947,0.845679012,0.861445783,0.65625,,,0.811320755,0.838235294,0.773584906,0.833333333,,,0.77631579,0.8,0.870967742,0.8,0.87628866,0.849315069,0.733333333,0.765957447,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,"2006-07",2006,"Affordability"
209056,319700,"Lewis & Clark College",3,"OR",2,16061,10919,,1926,,15187.5,11782.0,14500.0,9625.0,14375.0,11625.0,11625.0,13875.0,,,,,,,0.6111,,,,,,,,,,,,,,,,0.5892,,,,,,,,0.633522727,0.647887324,0.294339623,0.641025641,0.716535433,0.311827957,0.654135338,0.568181818,0.291666667,0.598039216,0.666666667,0.27631579,0.51908397,0.671428571,0.25862069,0.701357466,0.63255814,0.322147651,0.573643411,0.608333333,0.208791209,,,,,,,,,0.83,0.042613636,0.112676056,0.124528302,,,0.139784946,,0.174242424,,,,,,0.071428571,0.112068966,,0.139534884,0.134228188,,,0.131868132,,,,"2006-07",2006,"Regional_Peer"
209065,319800,"Linfield University",3,"OR",2,18435,13559,,1705,,17125.0,17125.0,16814.0,14375.0,17125.0,14500.0,17116.0,15130.0,,,,,,,0.5343,,,,,,,,,,,,,,,,0.6475,,,,,,,,0.623931624,0.631782946,0.632246377,0.545454546,0.5,0.596153846,0.661354582,0.661375661,0.612334802,0.633507853,0.75862069,0.735042735,0.554973822,0.614942529,0.561085973,0.657360406,0.640350877,0.679758308,0.580508475,0.564220184,0.5875,,,,,,,,,0.86,0.039316239,0.052325581,0.057971015,,0.06043956,,0.047808765,,0.074889868,,,,,,0.081447964,,,0.042296073,,,0.070833333,0.054054054,0.080745342,0.063492064,"2006-07",2006,"Regional_Peer"
209542,321000,"Oregon State University",3,"OR",1,6224,7751,,15506,,14596.0,10657.0,9384.0,7334.0,11000.0,9460.0,9696.0,9625.0,,,,,,,0.465,,,,,,,,,,,,,,,,0.2903,,,,,,,,0.479887746,0.531482735,0.405153099,0.457695407,0.497831743,0.365704287,0.477462437,0.519400353,0.423357664,0.51953125,0.610194903,0.462414579,0.454140127,0.529294274,0.406177606,0.504581552,0.533746557,0.404193782,0.453256303,0.517824773,0.415803109,,,,,,,,,0.81,0.050202682,0.069397427,0.078043316,0.047542305,0.059843886,0.071741032,0.060100167,0.085537919,0.08120438,0.0390625,0.058470765,0.086560365,0.036305733,0.055259654,0.064092664,0.063530849,0.084022039,0.091106291,0.048319328,0.06102719,0.069300518,0.050089445,0.073727934,0.056976744,"2006-07",2006,"Regional_Competitor"
209551,322300,"University of Oregon",3,"OR",1,8150,7463,,16282,,14500.0,12082.0,10833.0,9549.0,12791.0,10833.0,11000.0,10997.0,,,,,,,0.5286,,,,,,,,,,,,,,,,0.3877,,,,,,,,0.54743833,0.576898118,0.488411294,0.548076923,0.542553192,0.462439024,0.52173913,0.58443855,0.494369369,0.581481482,0.634645669,0.534782609,0.544222539,0.548076923,0.441284404,0.55,0.599421965,0.528448948,0.506090134,0.552308592,0.48203125,,,,,,,,,0.83,0.044275775,0.062946139,0.067003793,0.037660256,0.054711246,0.068292683,0.045289855,0.066312997,0.072072072,0.05308642,0.074015748,0.054347826,0.029957204,0.046597633,0.060550459,0.055681818,0.075722543,0.07248636,0.034713764,0.055523086,0.05859375,0.043386243,0.05997819,0.047184171,"2006-07",2006,"Regional_Competitor"
209825,322400,"University of Portland",3,"OR",2,13844,8054,,2849,,16250.0,15424.0,14375.0,11625.0,15125.0,13025.0,13750.0,14375.0,,,,,,,0.6297,,,,,,,,,,,,,,,,0.5754,,,,,,,,0.652960526,0.673151751,0.617391304,0.623931624,0.637931035,0.553571429,0.636752137,0.643192488,0.63681592,0.680933852,0.72972973,0.639455782,0.609649123,0.651282051,0.643617021,0.678947368,0.686520376,0.599264706,0.630434783,0.648044693,0.546052632,,,,,,,,,0.86,0.060855263,0.081712062,0.082608696,,0.094827586,,0.072649573,0.084507042,0.084577114,,0.07027027,,,0.056410256,0.074468085,,0.097178683,0.088235294,0.054347826,0.100558659,0.092105263,,,0.104347826,"2006-07",2006,"Regional_Competitor"
209922,321700,"Reed College",3,"OR",2,21257,17180,,1374,,10500.0,9187.5,8000.0,9000.0,8747.5,8500.0,9000.0,8000.0,,,,,,,0.548,,,,,,,,,,,,,,,,0.5698,,,,,,,,0.671957672,0.738738739,0.704081633,0.632653061,0.75,0.721311475,0.684931507,0.72826087,0.691358025,0.686567164,0.742857143,0.703703704,0.630136986,0.707865169,0.757894737,0.698275862,0.759398496,0.653465347,0.651162791,0.759615385,0.820512821,,,,,,,,,0.9,,0.063063063,0.076530612,,,,,,,,,,,,,,,,,,,,,,"2006-07",2006,"Regional_Peer"
210401,322700,"Willamette University",3,"OR",2,14479,11653,,2205,,14500.0,12680.0,13281.5,11625.0,14312.0,13625.0,11625.0,13625.0,,,,,,,0.5388,,,,,,,,,,,,,,,,0.664,,,,,,,,0.592057762,0.703804348,0.684931507,0.481481482,0.682352941,0.634146342,0.509259259,0.682926829,0.681481482,0.795454546,0.74789916,0.746666667,0.578947368,0.619047619,0.694656489,0.604166667,0.775,0.677018634,0.504132231,0.713333333,0.64516129,,,,,,,,,0.86,0.057761733,0.095108696,0.113013699,,,,,0.115853659,0.111111111,,,,,,0.114503817,,,0.111801242,,,0.112903226,,,,"2006-07",2006,"Willamette"
211291,323800,"Bucknell University",3,"PA",2,22315,13404,,3528,,17125.0,14634.0,17125.0,17125.0,16567.5,17125.0,16783.0,16861.0,,,,,,,0.5122,,,,,,,,,,,,,,,,0.8457,,,,,,,,0.84787472,0.854122622,0.842424242,0.724637681,0.768421053,0.741666667,0.83006536,0.857142857,0.859728507,0.897777778,0.892857143,0.896103896,0.818965517,0.82278481,0.838951311,0.879069767,0.88559322,0.846491228,0.771653543,0.846153846,0.80952381,,,,,,,,,0.96,0.026845638,0.046511628,0.048484849,,,,,,0.054298643,,,,,0.046413502,,,0.04661017,,,,,,,,"2006-07",2006,"Affordability"
218973,345700,"Wofford College",3,"SC",2,17930,9779,,1267,,16952.5,13987.5,15623.0,13625.0,15125.0,11625.0,15375.0,14375.0,,,,,,,0.4822,,,,,,,,,,,,,,,,0.7208,,,,,,,,0.691358025,0.682080925,0.655844156,0.515151515,0.644444444,0.59375,0.707692308,0.731343284,0.710144928,0.765625,0.655737705,0.622641509,0.611940299,0.597826087,0.654761905,0.747368421,0.777777778,0.657142857,0.694915254,0.712328767,0.563636364,,,,,,,,,0.89,0.074074074,0.104046243,0.123376623,,,,,,,,,,,,,,,,,,,,,,"2006-07",2006,"National_Peer"
221519,353400,"The University of the South",3,"TN",2,19815,13472,,1491,,9825.0,6625.0,8125.0,8875.0,7785.0,9225.0,7568.0,5124.0,,,,,,,0.5191,,,,,,,,,,,,,,,,0.7169,,,,,,,,0.684848485,0.710344828,0.695121951,,,0.763636364,0.671641791,0.666666667,0.648648649,,,0.685714286,0.6875,0.692307692,0.632911392,0.682352941,0.731343284,0.752941177,0.657894737,0.655172414,0.771428571,,,,,,,,,0.92,0.072727273,0.131034483,0.146341463,,,,,,0.189189189,,,,,,0.164556962,,,0.129411765,,,,,,,"2006-07",2006,"National_Peer"
233374,374400,"University of Richmond",3,"VA",2,18365,12810,,3374,,12832.0,8375.0,11625.0,11625.0,10500.0,10210.0,11625.0,13085.0,,,,,,,0.5285,,,,,,,,,,,,,,,,0.7939,,,,,,,,0.730232558,0.8,0.7696793,0.623762376,0.691358025,0.525423729,0.681818182,0.77,0.789915966,0.817258883,0.865921788,0.842424242,0.705202312,0.861842105,0.756578947,0.747081712,0.754807692,0.780104712,0.549019608,0.711111111,0.603174603,,,,,,,,,0.88,0.067441861,0.047222222,0.055393586,,,,,,,0.065989848,,,,,,,,,,,,,,,"2006-07",2006,"Affordability"
235316,377800,"Gonzaga University",3,"WA",2,14386,7584,,4186,,17125.0,16166.0,15625.0,13625.0,16380.0,14892.5,14500.0,16250.0,,,,,,,0.5432,,,,,,,,,,,,,,,,0.6524,,,,,,,,0.643296433,0.658367912,0.61969112,0.6,0.535714286,0.561403509,0.602836879,0.701754386,0.616504854,0.698005698,0.70661157,0.695035461,0.618075802,0.646302251,0.6125,0.661702128,0.667475728,0.625899281,0.588235294,0.573883162,0.576576577,,,,,,,,,0.92,0.062730627,0.074688797,0.086872587,,,0.099415205,,0.09122807,0.082524272,0.068376068,,0.078014184,0.069970846,0.061093248,0.066666667,0.057446809,0.084951456,0.104316547,0.049535604,0.068728522,0.099099099,,0.104938272,,"2006-07",2006,"Regional_Competitor"
236328,379700,"University of Puget Sound",3,"WA",2,20245,12884,,2531,,17125.0,15125.0,14195.5,13625.0,14500.0,13625.0,14375.0,12579.0,,,,,,,0.5804,,,,,,,,,,,,,,,,0.6832,,,,,,,,0.694949495,0.722595078,0.64118896,0.644067797,0.64957265,0.557971015,0.684210526,0.758426966,0.661016949,0.733009709,0.736842105,0.692307692,0.671875,0.642384106,0.620689655,0.709570957,0.763513514,0.656716418,0.635761589,0.691823899,0.616438356,,,,,,,,,0.83,0.072727273,0.087248322,0.106157113,,,0.094202899,0.122807018,,0.107344633,,0.105263158,0.115384615,0.078125,0.105960265,0.093596059,0.069306931,0.077702703,0.115671642,,0.081761006,0.109589041,,,0.141176471,"2006-07",2006,"Regional_Peer"
236595,379000,"Seattle University",3,"WA",2,17356,10252,,4134,,16500.0,15718.0,14250.0,11625.0,15625.0,13397.5,14000.0,14000.0,,,,,,,0.6137,,,,,,,,,,,,,,,,0.509,,,,,,,,0.329100529,0.345410628,0.358187135,0.398791541,0.394578313,0.391489362,0.284023669,0.293729373,0.327137547,0.300724638,0.341968912,0.361111111,0.311653117,0.256756757,0.322580645,0.340277778,0.394736842,0.382716049,0.3,0.289544236,0.408450704,,,,,,,,,0.85,0.043386243,0.082125604,0.100877193,,0.072289157,0.093617021,,0.079207921,0.115241636,0.065217391,0.103626943,0.088888889,0.040650407,0.067567568,0.096774194,0.045138889,0.090225564,0.103703704,0.045238095,0.067024129,0.080985916,,0.067460318,0.090909091,"2006-07",2006,"Affordability"
237057,380300,"Whitman College",3,"WA",2,18434,12596,,1421,,11600.0,11100.0,12550.0,10100.0,12600.0,11512.5,11100.0,12500.0,,,,,,,0.5362,,,,,,,,,,,,,,,,0.7966,,,,,,,,0.768867925,0.259433962,0.354978355,0.625,,0.244444444,0.815789474,0.26,0.37037037,0.791666667,,0.397435897,0.712643678,0.211111111,0.314049587,0.808,0.295081967,0.4,0.692307692,0.206896552,0.290322581,,,,,,,,,0.93,,0.070754717,0.147186147,,,0.222222222,,,0.12962963,,,0.128205128,,,0.165289256,,,0.127272727,,,0.177419355,,,,"2006-07",2006,"Regional_Peer"
110714,132100,"University of California-Santa Cruz",3,"CA",1,7090,7470,,14381,,,11625.0,11000.0,8827.0,12138.0,10636.0,11000.0,11070.5,,,,,,,0.5361,,,,,,0.6074,0.3926,0.6658,0.0239,0.0769,0.122,,,,,0.4573,,,,,,,,0.065473387,0.134387352,0.177181715,0.081453634,0.154727794,0.178442029,0.0521262,0.127927928,0.166186359,0.060402685,0.113899614,0.197211155,0.052523172,0.112515803,0.133014354,0.076388889,0.152040816,0.205992509,0.069747899,0.140829694,0.171299289,,,,,,,,,0.8925,0.02731983,0.066629023,0.080468455,,0.06017192,0.075181159,,0.073873874,0.081652257,0.036912752,0.067567568,0.089641434,0.019567456,0.06068268,0.066985646,0.033854167,0.071428571,0.089263421,0.019327731,0.05349345,0.07239819,0.015781923,0.077348066,0.088709677,"2007-08",2007,"National_Peer"
120254,124900,"Occidental College",3,"CA",2,27873,18053,,1855,,13276.0,11000.0,12558.0,11000.0,11625.0,11625.0,11625.0,9388.0,,,,,,,0.5628,,,,,,0.5414,0.4586,0.6688,0.0701,0.121,0.1338,,,,,0.7588,,,,,,,,0.732467533,0.68013468,0.714776632,0.660550459,0.635514019,0.683760684,0.741007194,0.666666667,0.75257732,0.781021898,0.759493671,0.714285714,0.714285714,0.636363636,0.630769231,0.744588745,0.710227273,0.782608696,0.709677419,0.657303371,0.732919255,,,,,,,,,0.9148,0.049350649,0.063973064,0.058419244,,,,,,,,,,,,,,,,,,,,,,"2007-08",2007,"Affordability"
156408,196100,"Centre College",3,"KY",2,21736,13591,,1184,,17125.0,15550.0,16337.5,15700.0,16911.0,15370.0,15985.0,17125.0,,,,,,,0.5448,,,,,,0.6505,0.3495,0.932,0.0194,0.0097,0.0291,,,,,0.7057,,,,,,,,0.697674419,0.258883249,0.766081871,,0.25,0.729166667,0.675675676,0.269662921,0.77027027,,0.25,0.795918367,0.724137931,0.239583333,0.756097561,0.670588235,0.277227723,0.775280899,0.679245283,0.240963855,0.782608696,,,,,,,,,0.9358,0.093023256,0.157360406,0.081871345,,,,,,,,0.183333333,,,0.145833333,,,0.168316832,,,,,,0.203125,,"2007-08",2007,"National_Peer"
161004,203800,"Bowdoin College",3,"ME",2,26378,21630,,1710,,8125.0,6600.0,8156.0,8800.0,6400.0,8125.0,7625.0,9362.5,,,,,,,0.5193,,,,,,0.5622,0.4378,0.7946,0.0216,0.0432,0.0649,,,,,0.8274,,,,,,,,0.815899582,0.797520661,0.860576923,0.70212766,0.666666667,,0.795180723,0.868131868,,0.880733945,0.788990826,0.861702128,0.80952381,0.79338843,0.89,0.82300885,0.801652893,0.833333333,0.746666667,0.727272727,0.775862069,,,,,,,,,0.9578,,0.045454546,,,,,,,,,,,,,,,,,,,,,,,"2007-08",2007,"Affordability"
173258,234000,"Carleton College",3,"MN",2,22811,21503,,1986,,12500.0,11000.0,11162.0,12666.5,8850.0,11625.0,11625.0,11125.0,,,,,,,0.5247,,,,,,0.5209,0.4791,0.7721,0.0326,0.0698,0.0884,,,,,0.905,,,,,,,,0.844262295,0.880478088,0.771784232,0.583333333,0.68627451,,0.87254902,,0.754385965,0.905660377,,,0.838709677,0.872727273,0.798319328,0.85,0.886524823,0.745901639,0.661764706,,0.632911392,,,,,,,,,0.9782,,,0.045643154,,,,,,,,,,,,,,,,,,,,,,"2007-08",2007,"Affordability"
191630,273100,"Hobart William Smith Colleges",3,"NY",2,21648,12745,,1989,,17125.0,17125.0,17125.0,17125.0,17125.0,17125.0,17125.0,17125.0,,,,,,,0.5425,,,,,,0.5954,0.4046,0.6879,0.0578,0.0231,0.0405,,,,,0.6715,,,,,,,,0.740331492,0.644736842,0.615384615,0.716049383,0.577777778,0.653061225,0.75,0.650684932,0.564417178,0.745341615,0.680555556,0.655172414,0.736196319,0.540540541,0.538461539,0.743718593,0.711206897,0.687179487,0.786885246,0.664383562,0.694444444,,,,,,,,,0.8593,0.071823204,0.118421053,0.116710875,,,,,,0.159509203,0.099378882,0.118055556,,,0.148648649,0.087912088,,0.099137931,0.143589744,,0.075342466,,,,,"2007-08",2007,"National_Peer"
198385,291800,"Davidson College",3,"NC",2,17562,15705,,1666,,12500.0,10500.0,12077.5,11625.0,10125.0,13075.0,11500.0,,,,,,,,0.5048,,,,,,0.6347,0.3653,0.8443,0.0299,0.0539,0.0479,,,,,0.9032,,,,,,,,0.795180723,0.850393701,0.794117647,,,,,,0.739130435,0.834951456,,,0.835443038,,,0.75862069,,,0.688888889,,0.628571429,,,,,,,,,0.961,,,0.073529412,,,,,,,,,,,,,,,,,,,,,,"2007-08",2007,"Affordability"
209056,319700,"Lewis & Clark College",3,"OR",2,15180,10372,,1926,,15032.0,13078.0,13937.5,11000.0,14496.0,13625.0,11750.0,14375.0,,,,,,,0.6096,,,,,,0.552,0.448,0.81,0.009,0.0498,0.0317,,,,,0.6675,,,,,,,,0.686046512,0.683510638,0.371794872,0.675496689,0.781021898,0.441666667,0.716312057,0.611940299,0.321212121,0.666666667,0.647619048,0.371428571,0.662576687,0.669117647,0.321428571,0.700374532,0.691666667,0.4,0.606666667,0.608695652,0.357723577,,,,,,,,,0.8841,0.044186047,0.07712766,0.158974359,,,0.1,,0.111940299,0.187878788,,,0.180952381,,0.088235294,0.185714286,,0.070833333,0.144,,,0.170731707,,,0.154929578,"2007-08",2007,"Regional_Peer"
209065,319800,"Linfield University",3,"OR",2,18644,12344,,1646,,17125.0,17125.0,17125.0,14375.0,17125.0,14604.0,17125.0,15597.0,,,,,,,0.5407,,,,,,0.5701,0.4299,0.8598,0.0093,0.028,0.0374,,,,,0.5924,,,,,,,,0.52979066,0.555166375,0.623161765,0.467032967,0.536144578,0.625730994,0.548672566,0.542016807,0.623529412,0.563380282,0.592814371,0.618644068,0.488372093,0.44,0.524509804,0.551724138,0.617250674,0.682352941,0.497959184,0.560869565,0.608510638,,,,,,,,,0.8135,0.043478261,0.091068301,0.073529412,,0.078313253,,,0.075630252,0.074509804,0.056338028,0.125748503,,0.046511628,0.11,0.078431373,0.041871921,0.080862534,0.070588235,,0.07826087,0.046808511,,0.077777778,0.072916667,"2007-08",2007,"Regional_Peer"
209542,321000,"Oregon State University",3,"OR",1,6637,8067,,15842,,14937.0,10500.0,9971.5,6834.0,11000.0,9000.0,10100.0,10453.0,,,,,,,0.4676,,,,,,0.614,0.386,0.7433,0.0094,0.0287,0.06,,,,,0.2968,,,,,,,,0.472358722,0.54517611,0.491215227,0.464962902,0.497215593,0.44806338,0.474739375,0.551136364,0.512241055,0.479899498,0.613402062,0.541198502,0.446373218,0.555205047,0.489130435,0.497869751,0.535714286,0.493343195,0.441112323,0.531266421,0.480744544,,,,,,,,,0.8163,0.047911548,0.075957121,0.080161054,0.045342127,0.069212411,0.065140845,0.048917402,0.076298701,0.093220339,0.050251256,0.086340206,0.086142322,0.031618103,0.054258675,0.061594203,0.063907486,0.096428571,0.099112426,0.04525627,0.058328954,0.069319641,0.052534562,0.061994609,0.06519337,"2007-08",2007,"Regional_Competitor"
209551,322300,"University of Oregon",3,"OR",1,8675,7933,,16422,,14500.0,10711.0,11000.0,9000.0,12098.5,10237.0,10833.0,10936.0,,,,,,,0.5225,,,,,,0.5691,0.4309,0.7473,0.0036,0.0327,0.0518,,,,,0.408,,,,,,,,0.58483871,0.603874416,0.564669973,0.552999178,0.581135092,0.524744027,0.579904306,0.591578947,0.588735388,0.637231504,0.654476671,0.612204724,0.560714286,0.577319588,0.55320946,0.604705882,0.62591687,0.574112735,0.534810127,0.583759591,0.546519642,,,,,,,,,0.8365,0.045806452,0.069806279,0.068676078,0.030402629,0.055955236,0.055460751,0.059330144,0.067368421,0.073326249,0.051312649,0.094577554,0.090551181,0.042142857,0.058910162,0.054054054,0.048823529,0.078850856,0.08072373,0.028481013,0.054347826,0.048931771,0.042780749,0.070512821,0.07607362,"2007-08",2007,"Regional_Competitor"
