"UNITID","OPEID","INSTNM","SCH_DEG","STABBR","CONTROL","TUITFTE","INEXPFTE","PRGMOFR","UGDS","COSTT4_A","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","PELL_DEBT_MDN","MALE_DEBT_MDN","FEMALE_DEBT_MDN","FIRSTGEN_DEBT_MDN","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT4_048_PRIV","CNTOVER150_1YR","CNTOVER150_3YR","UGDS_WOMEN","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_NHPI","UGDS_2MOR","IRPS_MEN","IRPS_WOMEN","IRPS_WHITE","IRPS_BLACK","IRPS_HISP","IRPS_ASIAN","IRPS_NHPI","IRPS_2MOR","PCTPELL_DCS","FTFTPCTPELL","C100_4","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_NHPI","C150_4_2MOR","C150_4_PELL","COMP_ORIG_YR4_RT","COMP_ORIG_YR6_RT","COMP_ORIG_YR8_RT","LO_INC_COMP_ORIG_YR4_RT","LO_INC_COMP_ORIG_YR6_RT","LO_INC_COMP_ORIG_YR8_RT","MD_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR6_RT","MD_INC_COMP_ORIG_YR8_RT","HI_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR6_RT","HI_INC_COMP_ORIG_YR8_RT","MALE_COMP_ORIG_YR4_RT","MALE_COMP_ORIG_YR6_RT","MALE_COMP_ORIG_YR8_RT","FEMALE_COMP_ORIG_YR4_RT","FEMALE_COMP_ORIG_YR6_RT","FEMALE_COMP_ORIG_YR8_RT","PELL_COMP_ORIG_YR4_RT","PELL_COMP_ORIG_YR6_RT","PELL_COMP_ORIG_YR8_RT","OMAWDP8_FTFT","OMAWDP8_PELL_FTFT","OMAWDP8_FTNFT","OMAWDP8_PELL_FTNFT","OMENRAP8_FTFT","OMENRAP8_PELL_FTFT","OMENRAP8_FTNFT","OMENRAP8_PELL_FTNFT","RET_FT4","COMP_4YR_TRANS_YR4_RT","COMP_4YR_TRANS_YR6_RT","COMP_4YR_TRANS_YR8_RT","LO_INC_COMP_4YR_TRANS_YR4_RT","LO_INC_COMP_4YR_TRANS_YR6_RT","LO_INC_COMP_4YR_TRANS_YR8_RT","MD_INC_COMP_4YR_TRANS_YR4_RT","MD_INC_COMP_4YR_TRANS_YR6_RT","MD_INC_COMP_4YR_TRANS_YR8_RT","HI_INC_COMP_4YR_TRANS_YR4_RT","HI_INC_COMP_4YR_TRANS_YR6_RT","HI_INC_COMP_4YR_TRANS_YR8_RT","MALE_COMP_4YR_TRANS_YR4_RT","MALE_COMP_4YR_TRANS_YR6_RT","MALE_COMP_4YR_TRANS_YR8_RT","FEMALE_COMP_4YR_TRANS_YR4_RT","FEMALE_COMP_4YR_TRANS_YR6_RT","FEMALE_COMP_4YR_TRANS_YR8_RT","PELL_COMP_4YR_TRANS_YR4_RT","PELL_COMP_4YR_TRANS_YR6_RT","PELL_COMP_4YR_TRANS_YR8_RT","FIRSTGEN_COMP_4YR_TRANS_YR4_RT","FIRSTGEN_COMP_4YR_TRANS_YR6_RT","FIRSTGEN_COMP_4YR_TRANS_YR8_RT","year","year_num","Comparator_Type"
209542,321000,"Oregon State University",3,"OR",1,9398,10145,,22349,22974,22151.0,14039.0,14000.0,14000.0,15931.5,13769.0,14323.0,14758.5,,,,,,,0.4619,0.0128,0.0733,0.0662,0.0042,0.0575,0.6028,0.3972,0.7489,0.0055,0.0377,0.0646,0.0011,0.0049,,0.3078,0.2956,0.6274,0.4912,0.5283,0.645,,,,0.49109589,0.571152785,0.577162414,0.454904543,0.531474104,0.537326389,0.496815287,0.576104746,0.581896552,0.523480663,0.609225413,0.62195122,0.454545455,0.541847826,0.563451777,0.524791575,0.601343785,0.59035409,0.474600871,0.563212928,0.556856187,,,,,,,,,0.8415,0.04520548,0.06949807,0.074984443,0.038183015,0.066932271,0.0546875,0.038924275,0.065466448,0.085344828,0.058701658,0.076588338,0.087583149,0.03855307,0.053804348,0.050126904,0.051338306,0.085666293,0.098901099,0.034107402,0.052756654,0.054069119,0.041251778,0.0675,0.067506751,"2013-14",2013,"Regional_Competitor"
209551,322300,"University of Oregon",3,"OR",1,14391,11641,,20473,22390,21000.0,16743.0,16325.5,14666.0,17500.0,15500.0,15832.0,16500.0,,,,,,,0.5231,0.0199,0.0813,0.0513,0.0048,0.0584,0.5506,0.4494,0.7129,0.0114,0.0427,0.0632,0.0,0.0038,,0.2292,0.4359,0.6827,0.6094,0.6216,0.6637,0.5806,0.7755,,0.633323888,0.638812366,0.624048223,0.639477977,0.615447155,0.620031797,0.635238095,0.638228942,0.607942974,0.625698324,0.665166517,0.646929825,0.602806589,0.621321125,0.625360231,0.65978836,0.65420023,0.623015873,0.661576355,0.608747045,0.58838545,,,,,,,,,0.8672,0.052422783,0.068564432,0.079314721,0.039967374,0.050406504,0.064387917,0.053333333,0.075593953,0.084521385,0.063846768,0.082808281,0.094298246,0.050640635,0.06147809,0.061239193,0.053968254,0.074798619,0.093537415,0.039408867,0.052009456,0.071474154,0.052173913,0.070612669,0.084311633,"2013-14",2013,"Regional_Competitor"
209825,322400,"University of Portland",3,"OR",2,19068,10427,,3468,51036,24500.0,25985.0,21498.0,20000.0,24500.0,20076.5,21974.0,22500.0,21748,23253,24702,22442,,,0.5854,0.0087,0.0998,0.1024,0.0141,0.079,0.5463,0.4537,0.6828,0.0088,0.0176,0.0132,0.0,0.0044,,0.2337,0.6978,0.7762,0.5,0.5946,0.7556,,,,0.781055901,0.767080745,0.719387755,0.78125,0.688,0.622641509,0.805263158,0.747619048,0.742424242,0.766871166,0.812297735,0.73943662,0.75708502,0.741071429,0.678571429,0.795969773,0.780952381,0.739795918,0.791208791,0.743902439,0.705202312,,,,,,,,,0.9002,0.046583851,0.096273292,0.103741497,,0.112,0.103773585,,0.1,0.085858586,0.04601227,0.087378641,0.116197183,0.04048583,0.089285714,0.091836735,0.050377834,0.1,0.109693878,0.036630037,0.077235772,0.075144509,,0.095588235,0.125925926,"2013-14",2013,"Regional_Competitor"
209922,321700,"Reed College",3,"OR",2,26827,20261,,1351,57701,16000.0,14375.0,15000.0,14170.5,15000.0,13835.0,16000.0,16738.0,12374,19308,21844,15841,,,0.5248,0.0163,0.1081,0.0511,0.0,0.0807,0.5641,0.4359,0.8013,0.0385,0.0128,0.0513,0.0,0.0,,0.175,0.7003,0.8201,0.5385,0.7083,0.7273,1.0,0.8,,0.809045226,0.736842105,0.733695652,,0.707317073,0.74,,0.775862069,0.75,0.784946237,0.725274725,0.709677419,0.836956522,0.647058824,0.731343284,0.785046729,0.80952381,0.735042735,0.846938776,0.814814815,0.714285714,,,,,,,,,0.9406,,0.052631579,0.059782609,,,,,,,,,,,,,,,,,,,,,,"2013-14",2013,"Regional_Peer"
210401,322700,"Willamette University",3,"OR",2,21725,14645,,1970,52665,24003.5,19500.0,23500.0,18450.0,22715.0,19114.0,21371.0,20375.0,20331,23982,26143,21983,,,0.5614,0.0178,0.1046,0.0721,0.0056,0.0868,0.5284,0.4716,0.786,0.0175,0.0437,0.0611,0.0,0.0,,0.1943,0.7095,0.7712,1.0,0.7333,0.8571,0.0,0.6667,,0.778869779,0.764011799,0.72513089,0.741176471,0.706896552,0.595238095,0.794326241,0.815789474,0.763888889,0.784530387,0.748502994,0.75974026,0.770949721,0.694805195,0.699386503,0.785087719,0.821621622,0.744292237,0.81122449,0.809859155,0.716312057,,,,,,,,,0.859,0.058968059,0.08259587,0.09947644,,,0.154761905,,,0.097222222,0.060773481,0.077844311,0.071428571,0.061452514,0.103896104,0.110429448,0.057017544,0.064864865,0.091324201,,,0.09929078,,,,"2013-14",2013,"Willamette"
211291,323800,"Bucknell University",3,"PA",2,30266,19054,,3498,59090,26992.0,23250.0,26352.0,25677.5,26761.0,26000.0,25000.0,24250.0,19934,19852,23457,19903,,,0.5232,0.0323,0.0523,0.0366,0.0,0.032,0.594,0.406,0.807,0.0501,0.0476,0.0376,0.0,0.0175,,0.1068,0.8726,0.9206,0.6667,0.875,0.8621,,1.0,,0.88963964,0.894093686,0.871369295,,,0.753246753,,,0.909722222,0.896428571,0.897689769,0.885057471,0.871794872,0.882352941,0.854625551,0.90952381,0.906779661,0.88627451,0.848,0.904411765,0.843283582,,,,,,,,,0.941,0.036036036,0.030549898,0.047717842,,,,,,,,,0.045977012,,,0.052863436,,,0.043137255,,,,,,,"2013-14",2013,"Affordability"
218973,345700,"Wofford College",3,"SC",2,15560,10109,,1610,47856,23250.0,18444.0,19000.0,19850.0,19850.0,15000.0,21280.0,18384.5,24441,21700,21705,23459,,,0.4839,0.0814,0.0236,0.028,0.0006,0.0199,0.6299,0.3701,0.9055,0.0315,0.0315,0.0236,0.0,0.0,,0.1735,0.7818,0.7994,0.88,0.9167,0.8889,,1.0,,0.796460177,0.762135922,0.699421965,0.744680851,,0.515151515,0.753424658,,0.709090909,0.849056604,0.78761062,0.764705882,0.763157895,0.719626168,0.683673469,0.830357143,0.808080808,0.72,0.793103448,0.772151899,0.633333333,,,,,,,,,0.895,0.057522124,0.087378641,0.069364162,,,,,,,,,,,,,,,,,,,,,,"2013-14",2013,"National_Peer"
221519,353400,"The University of the South",3,"TN",2,21020,14960,,1599,46530,19000.0,13086.0,17000.0,14250.0,15417.0,14000.0,14925.0,17841.5,10962,13010,16765,11948,,,0.5053,0.0482,0.04,0.0194,0.0006,0.0394,0.5621,0.4379,0.8235,0.0131,0.0458,0.0392,0.0,0.0261,,0.2031,0.7556,0.7727,0.8333,0.8571,0.9231,,,,0.705882353,0.759803922,0.803370787,0.568181818,0.659090909,0.657894737,0.785714286,0.813559322,0.806451613,0.724137931,0.772277228,0.871794872,0.632075472,0.696629214,0.791666667,0.802469136,0.808695652,0.811320755,0.707865169,0.736111111,0.73015873,,,,,,,,,0.9073,0.112299465,0.117647059,,,,,,,,0.126436782,,,,,,,,,,,,,,,"2013-14",2013,"National_Peer"
233374,374400,"University of Richmond",3,"VA",2,23186,18204,,3107,55980,19500.0,14463.0,17132.0,19500.0,17077.5,17500.0,17177.5,16645.0,8599,11947,17475,9905,,,0.5291,0.0766,0.0705,0.0557,0.0003,0.0348,0.5622,0.4378,0.8383,0.0522,0.0299,0.0348,0.0,0.0,,0.1562,0.8152,0.8397,0.9268,0.9474,0.9,,,,0.802650957,0.802973978,0.774327122,0.779874214,0.721428571,0.676470588,0.799145299,0.788461539,0.77852349,0.818181818,0.859504132,0.814655172,0.773076923,0.8,0.738916256,0.821002387,0.805111821,0.8,0.80952381,0.783333333,0.71875,,,,,,,,,0.9373,0.045655376,0.063197026,0.082815735,,,,,,,0.059440559,0.074380165,0.103448276,0.042307692,0.053333333,0.083743842,0.047732697,0.07028754,0.082142857,,,,0.055865922,0.085271318,0.090909091,"2013-14",2013,"Affordability"
235316,377800,"Gonzaga University",3,"WA",2,18962,9687,,4830,46475,26497.5,22215.5,26250.0,23516.0,27000.0,24494.5,24000.0,25500.0,21095,21628,25543,21298,,,0.5433,0.0101,0.0861,0.0387,0.0046,0.0578,0.5731,0.4269,0.8513,0.0096,0.0336,0.0624,0.0,0.0072,,0.1525,0.7096,0.832,0.7333,0.8276,0.9,0.7273,0.8611,,0.727664155,0.753424658,0.719660194,0.690476191,0.704819277,0.691428571,0.733606557,0.688118812,0.692622951,0.736943907,0.802298851,0.748148148,0.738035265,0.777158774,0.735694823,0.719924812,0.734234234,0.70678337,0.7075,0.737864078,0.70945946,,,,,,,,,0.9425,0.053821313,0.077210461,0.078883495,,0.078313253,0.085714286,,0.113861386,0.090163934,0.063829787,0.059770115,0.069135803,0.037783375,0.052924791,0.054495913,0.065789474,0.096846847,0.098468271,0.0325,0.064724919,0.077702703,,0.110344828,0.098901099,"2013-14",2013,"Regional_Competitor"
236328,379700,"University of Puget Sound",3,"WA",2,25089,17749,,2542,53785,25000.0,7913.0,24734.0,22670.5,28000.0,20943.5,21250.0,21901.5,22973,28211,30241,25295,,,0.5681,0.0083,0.0724,0.0688,0.0004,0.0893,0.525,0.475,0.7792,0.0125,0.0333,0.0208,0.0,0.0125,,0.1648,0.6817,0.7738,0.7333,0.7857,0.8909,0.8,,,0.756957328,0.776290631,0.723826715,0.700854701,0.821705426,0.694656489,0.748344371,0.768292683,0.689119171,0.78597786,0.756521739,0.769565217,0.733009709,0.725388601,0.693023256,0.771771772,0.806060606,0.743362832,0.725,0.795698925,0.68125,,,,,,,,,0.8669,0.06864564,0.09751434,0.115523466,,,0.083969466,,,0.14507772,0.062730627,0.104347826,0.108695652,0.048543689,0.103626943,0.120930233,0.081081081,0.093939394,0.112094395,0.075,0.069892473,0.1125,,,0.142857143,"2013-14",2013,"Regional_Peer"
236595,379000,"Seattle University",3,"WA",2,24756,15139,,4595,50610,25000.0,19000.0,23416.0,20000.0,23225.0,20000.0,21500.0,21085.0,27019,29267,31735,28004,,,0.5832,0.0322,0.0908,0.1602,0.0067,0.0694,0.5059,0.4941,0.5945,0.0276,0.0531,0.0906,0.0,0.002,,0.1887,0.587,0.7594,0.7105,0.7273,0.8378,,,,0.755687438,0.723449001,0.62020202,0.732673267,0.696875,0.633928571,0.726190476,0.728744939,0.626911315,0.787280702,0.7421875,0.599388379,0.76142132,0.702623907,0.617728532,0.752025932,0.735197368,0.621621622,0.752336449,0.7,0.582926829,,,,,,,,,0.8602,0.066271019,0.086225026,0.106060606,0.052805281,0.08125,0.086309524,0.071428571,0.085020243,0.100917431,0.072368421,0.091145833,0.131498471,0.063451777,0.058309038,0.083102493,0.068071313,0.101973684,0.119236884,0.053738318,0.0625,0.090243902,,0.095833333,0.098181818,"2013-14",2013,"Affordability"
237057,380300,"Whitman College",3,"WA",2,27409,18262,,1525,54865,15700.0,14375.0,14800.0,14000.0,15250.0,14264.0,14000.0,17500.0,16483,24762,24301,19052,,,0.5679,0.0125,0.0774,0.0643,0.0046,0.0439,0.5659,0.4341,0.8791,0.0165,0.0055,0.0824,0.0055,0.0,,0.0945,0.7975,0.881,0.6667,0.9524,0.8511,0.8,,,0.811965812,0.753303965,0.317307692,,0.692307692,0.318181818,,0.723684211,0.274193548,0.805755396,0.794642857,0.343137255,0.784946237,0.709302326,0.386138614,0.829787234,0.780141844,0.252336449,0.789473684,0.697674419,0.295081967,,,,,,,,,0.9396,0.064102564,0.0969163,0.125,,,,,,,,0.098214286,0.147058824,,0.127906977,0.108910891,,0.078014184,0.140186916,,,,,,,"2013-14",2013,"Regional_Peer"
110714,132100,"University of California-Santa Cruz",3,"CA",1,11623,8835,,16277,33036,19796.5,16216.0,16524.0,15000.0,16778.0,15000.0,15860.0,16177.0,,,,,,,0.5278,0.0196,0.3155,0.2035,0.0017,0.074,,,,,,,,,,0.4346,0.5505,0.7867,0.7327,0.7149,0.7977,0.7692,,,0.699147381,0.689790972,0.56184739,0.667711599,0.652877698,0.495049505,0.697137581,0.670122526,0.574935401,0.744864865,0.744680851,0.64305949,0.679384204,0.673287671,0.572859745,0.715642458,0.70287887,0.55316092,0.684572411,0.673796791,0.52960103,,,,,,,,,0.8895,0.030755177,0.056043623,0.072690763,0.031347962,0.057553957,0.067326733,0.035087719,0.05466541,0.083979328,0.024864865,0.055851064,0.067988669,0.020749665,0.047945206,0.051912568,0.039106145,0.062466051,0.08908046,0.032660077,0.047642197,0.064350064,0.028615623,0.064516129,0.077456647,"2014-15",2014,"National_Peer"
120254,124900,"Occidental College",3,"CA",2,25220,17405,,2023,63363,23174.5,21094.0,22150.0,21500.0,22611.5,21500.0,21500.0,21113.0,13554,16157,18396,14595,,,0.5541,0.0445,0.1498,0.1256,0.0025,0.0929,,,,,,,,,,0.2044,0.8009,0.8592,0.8462,0.8438,0.8571,1.0,0.7692,,0.80952381,0.849462366,0.787878788,0.804878049,0.829268293,0.772727273,0.788135593,0.845360825,0.77173913,0.828025478,0.87,0.811320755,0.788732394,0.780701754,0.762711864,0.823255814,0.896969697,0.808219178,0.822222222,0.85625,0.78030303,,,,,,,,,0.9252,0.06442577,0.043010753,0.083333333,,,,,,,0.063694268,,,,,0.093220339,,,0.075342466,,,,,,,"2014-15",2014,"Affordability"
156408,196100,"Centre College",3,"KY",2,18011,16874,,1379,47897,27000.0,23250.0,25250.0,22786.5,25500.0,24500.0,20800.0,25877.0,15528,14788,19156,15158,,,0.5178,0.0464,0.0232,0.0334,0.0015,0.0305,,,,,,,,,,0.1565,0.8006,0.8271,0.6667,1.0,0.7143,,,,0.8,0.772486773,0.843243243,,0.705882353,,,0.776119403,,0.803738318,0.795454546,0.86746988,0.740384615,0.747474748,0.864197531,0.855855856,0.8,0.826923077,0.790697674,0.765432099,0.814814815,,,,,,,,,0.9019,0.074418605,0.074074074,0.075675676,,,,,,,,,,,,,,,,,,,,,,"2014-15",2014,"National_Peer"
161004,203800,"Bowdoin College",3,"ME",2,28543,27640,,1797,59900,19468.0,8668.0,17924.0,19500.0,14750.0,18600.0,18750.0,15250.0,5925,6713,12173,6240,,,0.4992,0.049,0.1274,0.0634,0.0,0.0651,,,,,,,,,,0.1368,0.8607,0.9615,0.8,0.8615,0.973,1.0,0.875,,0.903225807,0.85106383,0.765957447,,,,,,0.666666667,,0.841463415,,,,0.807228916,,,0.733333333,,0.833333333,,,,,,,,,,0.9779,,,,,,,,,,,,,,,,,,,,,,,,,"2014-15",2014,"Affordability"
173258,234000,"Carleton College",3,"MN",2,29707,26922,,2042,60401,17500.0,13376.0,16542.0,16242.0,15918.0,17000.0,15200.0,8478.0,11760,11195,16072,11472,,,0.526,0.0387,0.0637,0.0901,0.001,0.0455,,,,,,,,,,0.1442,0.9098,0.9522,0.8095,0.9,0.92,,0.9032,,0.878640777,0.865470852,0.815,,,0.636363636,,,0.762711864,0.894736842,0.900826446,0.898148148,0.871287129,0.864864865,0.819277108,0.885714286,0.866071429,0.811965812,0.860759494,0.852272727,0.681818182,,,,,,,,,0.9677,,0.044843049,0.05,,,,,,,,,,,,,,,,,,,,,,"2014-15",2014,"Affordability"
191630,273100,"Hobart William Smith Colleges",3,"NY",2,24777,13538,,2344,59850,27000.0,23863.0,27000.0,27000.0,27000.0,26000.0,27000.0,26990.0,11994,14304,22435,13079,,,0.5328,0.0465,0.0619,0.0324,0.0009,0.0,,,,,,,,,,0.1473,0.7426,0.7672,0.7619,0.8519,0.9444,,,,0.742647059,0.747311828,0.735294118,0.694915254,0.684210526,0.765625,0.673913044,0.767676768,0.732673267,0.778210117,0.75462963,0.727272727,0.719298246,0.668508287,0.726190476,0.759493671,0.821989529,0.742718447,0.733333333,0.734375,0.798319328,,,,,,,,,0.8746,0.075980392,0.107526882,0.112299465,,,,,,,,0.12962963,0.110047847,,0.121546961,0.095238095,,0.094240838,0.126213592,,,0.100840336,,,0.169014085,"2014-15",2014,"National_Peer"
198385,291800,"Davidson College",3,"NC",2,20505,19228,,1765,57458,16385.0,10581.0,14858.0,18609.0,11500.0,16285.0,15000.0,11000.0,8289,6243,7935,7522,,,0.5054,0.0646,0.0663,0.0578,0.0,0.0402,,,,,,,,,,0.1304,0.9083,0.9275,0.9688,0.913,0.9091,,1.0,,0.902061856,0.922155689,0.890510949,,,,,,,0.894736842,,,,,,,,,,,,,,,,,,,,0.9523,,,,,,,,,,,,,,,,,,,,,,,,,"2014-15",2014,"Affordability"
209056,319700,"Lewis & Clark College",3,"OR",2,24037,15866,,2039,55517,24000.0,19525.0,19000.0,17366.0,22000.0,17463.5,19240.0,21710.0,22722,24476,29357,23440,,,0.6077,0.024,0.0937,0.0741,0.0034,0.0074,,,,,,,,,,0.2178,0.7135,0.8068,0.5,0.7742,0.8148,,1.0,,0.73006135,0.722044728,0.756892231,0.740740741,0.734375,0.846153846,0.637362637,0.74,0.699115044,0.779220779,0.704697987,0.7,0.644067797,0.659259259,0.759398496,0.778846154,0.769662921,0.755639098,0.723684211,0.767441861,0.686956522,,,,,,,,,0.8436,0.104294479,0.095846645,0.105263158,,,,0.153846154,,0.159292035,,0.100671141,,0.101694915,0.103703704,,0.105769231,0.08988764,,0.078947368,,0.130434783,,,,"2014-15",2014,"Regional_Peer"
209065,319800,"Linfield University",3,"OR",2,20682,13440,,1643,48058,25000.0,20740.5,23899.0,20563.0,22433.0,20250.0,22250.0,22588.0,19344,21689,24117,20257,,,0.6141,0.0177,0.1023,0.0584,0.0061,0.1102,,,,,,,,,,0.2623,0.6118,0.707,0.8571,0.8214,0.6111,,,,0.636363636,0.679245283,0.687919463,0.658986175,0.698224852,0.684210526,0.602076125,0.629955947,0.68,0.652597403,0.706484642,0.697777778,0.584837545,0.612244898,0.593607306,0.662942272,0.716216216,0.74270557,0.601156069,0.680701754,0.659192825,,,,,,,,,0.8851,0.051597052,0.082728592,0.092281879,,0.071005917,0.076023392,,0.061674009,0.075,0.071428571,0.105802048,0.12,0.046931408,0.093877551,0.146118722,0.054003724,0.076576577,0.061007958,0.037572254,0.063157895,0.076233184,0.046099291,0.068807339,0.068783069,"2014-15",2014,"Regional_Peer"
209542,321000,"Oregon State University",3,"OR",1,10540,10914,,22925,23326,23000.0,15172.0,14666.0,14288.0,17500.0,14530.0,14924.5,14783.5,,,,,,,0.4635,0.0129,0.0802,0.0698,0.0036,0.0646,,,,,,,,,,0.2879,0.3067,0.6501,0.4211,0.5647,0.6703,0.4242,0.9167,,0.463430013,0.53236246,0.593825666,0.449071469,0.478431373,0.561665357,0.441447368,0.556372549,0.589622642,0.503764545,0.564929694,0.640576725,0.427561838,0.52899729,0.564118762,0.495990377,0.535695115,0.621150494,0.44873063,0.536024306,0.57278481,,,,,,,,,0.8376,0.042034468,0.076591154,0.080811138,0.040517727,0.065098039,0.063629222,0.038157895,0.080882353,0.09245283,0.047912389,0.084367246,0.090628218,0.029151944,0.060704607,0.063802906,0.05372895,0.092324208,0.096455549,0.034619189,0.05859375,0.065400844,0.039072039,0.078696343,0.07250221,"2014-15",2014,"Regional_Competitor"
209551,322300,"University of Oregon",3,"OR",1,15185,12386,,20252,23055,21000.0,17500.0,16499.5,15000.0,18166.0,16000.0,16664.5,17286.5,,,,,,,0.5222,0.0202,0.0897,0.0535,0.0042,0.0628,,,,,,,,,,0.2446,0.4541,0.6948,0.5455,0.6814,0.7218,0.5957,0.7111,,0.664058284,0.65203252,0.638122423,0.66337386,0.672077922,0.630170316,0.661050545,0.646734131,0.62513089,0.666908038,0.638220277,0.661139896,0.635663507,0.638985006,0.628668942,0.687809713,0.663599182,0.646327014,0.684065934,0.67405765,0.604233483,,,,,,,,,0.8724,0.046141392,0.078590786,0.084681256,0.038753799,0.050324675,0.069748581,0.051536174,0.080036799,0.084816754,0.049239681,0.102844639,0.103626943,0.033767773,0.065167243,0.067576792,0.056491576,0.090490798,0.099526066,0.038919414,0.050443459,0.067350866,0.04388422,0.078393882,0.094890511,"2014-15",2014,"Regional_Competitor"
209825,322400,"University of Portland",3,"OR",2,20125,10653,,3648,51947,24919.0,25688.0,21855.0,20688.0,24500.0,21250.0,22500.0,24500.0,23063,27369,26725,25031,,,0.5872,0.0099,0.1058,0.1031,0.0156,0.0869,,,,,,,,,,0.2156,0.7327,0.8049,0.7778,0.7778,0.8191,,,,0.819783198,0.805555556,0.745033113,0.806896552,0.813664596,0.664179105,0.807692308,0.795,0.747368421,0.832869081,0.808049536,0.782142857,0.778210117,0.787234043,0.721925134,0.841995842,0.815144766,0.755395684,0.816860465,0.819935691,0.726027397,,,,,,,,,0.8982,0.056910569,0.081871345,0.102649007,,,0.082089552,,,0.1,0.058495822,0.092879257,0.114285714,0.050583658,0.059574468,0.080213904,0.06029106,0.093541203,0.112709832,0.049418605,0.07073955,0.068493151,0.06010929,0.071005917,0.125,"2014-15",2014,"Regional_Competitor"
209922,321700,"Reed College",3,"OR",2,28527,22586,,1335,59595,16000.0,14090.0,14500.0,13500.0,14375.0,13250.0,15000.0,15150.0,9423,9730,15482,9561,,,0.5341,0.018,0.1079,0.0562,0.0022,0.0846,,,,,,,,,,0.2034,0.6657,0.7988,0.9,0.7333,0.8261,,0.75,,0.727722772,0.784210526,0.697435897,0.79245283,,0.576923077,0.612903226,,0.701492537,0.770114943,0.73255814,0.77631579,0.716049383,0.797297297,0.706666667,0.73553719,0.775862069,0.691666667,0.74,0.814814815,0.691489362,,,,,,,,,0.8955,0.059405941,0.105263158,0.092307692,,,,,,,,,,,,,,,,,,,,,,"2014-15",2014,"Regional_Peer"
210401,322700,"Willamette University",3,"OR",2,20372,13307,,2009,54536,24500.0,18966.0,21250.0,19500.0,22542.0,19114.0,21500.0,19000.0,19548,21549,25546,20454,,,0.5724,0.0199,0.1145,0.0811,0.0035,0.0896,,,,,,,,,,0.244,0.6909,0.798,0.7143,0.8824,0.7692,0.5,0.65,,0.718475073,0.728613569,0.707650273,0.769230769,0.838709677,0.625,0.784482759,0.691666667,0.692857143,0.65,0.713375796,0.775362319,0.642857143,0.675324675,0.668831169,0.780748663,0.772972973,0.735849057,0.759259259,0.76875,0.696428571,,,,,,,,,0.8294,0.041055719,0.067846608,0.092896175,,,,,,0.114285714,,0.082802548,,,0.077922078,0.103896104,,0.05945946,0.08490566,,,0.083333333,,,0.102040816,"2014-15",2014,"Willamette"
211291,323800,"Bucknell University",3,"PA",2,31788,20198,,3528,61060,27000.0,20250.0,26950.0,26845.0,26395.5,26500.0,26431.0,25980.0,18794,20248,23666,19291,,,0.5201,0.0317,0.0527,0.0357,0.0,0.0343,,,,,,,,,,0.1093,0.8515,0.8923,0.9444,0.7059,0.8974,,0.913,,0.85042735,0.865342163,0.854508197,0.805194805,0.788732394,0.774193548,0.883928571,0.88034188,0.879699248,0.849462366,0.879245283,0.860068259,0.827751196,0.850515464,0.81640625,0.868725869,0.876447876,0.896551724,0.869565217,0.832298137,0.808333333,,,,,,,,,0.9314,0.042735043,0.050772627,0.053278689,,,,,,,,0.049056604,0.051194539,,,0.0625,,,0.043103448,,,,,,,"2014-15",2014,"Affordability"
218973,345700,"Wofford College",3,"SC",2,15800,10695,,1654,49150,25000.0,17489.5,21500.0,20665.0,21280.0,19500.0,21500.0,18934.5,15575,19450,17794,17321,,,0.5133,0.0756,0.0326,0.0278,0.0018,0.032,,,,,,,,,,0.2096,0.7133,0.7775,0.8636,0.5714,0.8333,,1.0,,0.731225296,0.731914894,0.762376238,0.646153846,0.574468085,0.714285714,0.746478873,0.710144928,0.72,0.769230769,0.806722689,0.823529412,0.685483871,0.678571429,0.717647059,0.775193798,0.780487805,0.794871795,0.732283465,0.697247706,0.731958763,,,,,,,,,0.8892,0.079051383,0.114893617,0.079207921,,,,,,,0.085470086,0.109243698,,,0.116071429,,,0.113821138,,,0.100917431,,,,,"2014-15",2014,"National_Peer"
221519,353400,"The University of the South",3,"TN",2,21477,14760,,1616,47970,18759.0,13747.5,18183.0,13000.0,16426.0,13906.5,15708.5,18000.0,9107,12205,15857,10441,,,0.5142,0.0476,0.0476,0.0186,0.0012,0.0371,,,,,,,,,,0.2049,0.7579,0.7994,0.6875,0.9091,0.6875,,,,0.780104712,0.692307692,0.717514124,,0.692307692,0.58974359,,0.692307692,0.723076923,0.75862069,0.692307692,0.780821918,0.768292683,0.711711712,0.714285714,0.788990826,0.666666667,0.720430108,0.79787234,0.703703704,0.593220339,,,,,,,,,0.8832,0.083769634,0.138461539,0.107344633,,,,,,,,0.164835165,,,0.126126126,,,0.154761905,,,0.135802469,,,,,"2014-15",2014,"National_Peer"
